family,method,variant,sample,sequence,dataset_protocol,source_stage,source_group,source_file,literature_or_local,fair_local_run,comparison_status,rate_mib_per_frame,rate_unit,rate_scope,secondary_rate_value,secondary_rate_unit,quality_psnr,quality_ssim,quality_lpips,quality_l1,quality_middle_psnr,diagnostic_codec_psnr,diagnostic_codec_l1,quality_scope,quality_reliable_for_input_video,frame_count,keyframe_or_iframe_count,pframe_count,reference_gap,bits,max_points_per_frame,lambda_or_q,stage53_candidate,notes
external_baseline,FCGS,fcgs_per_frame lambda_or_q=0.0004 points=250000,n3dv,cam06,local external FCGS/D-FCGS generated from CompactWorld/NeoVerse Gaussian streams,Stage52,multisequence_standalone_fcgs_summaries,/mnt/hdd2tC/tmp/opencode/multisequence_rd/rd_sweep/fcgs/n3dv_coffee_martini_cam06_points_250000_lmd_sweep_0p0004_0p0008_0p0016/fcgs_sequence_summary.json,local run,false,local external protocol reference; rate/quality available but not apples-to-apples with Mono-DFCGS,3.373989823423786,full FCGS/D-FCGS codec MiB/frame,codec bitstream includes I-frame payloads plus D-FCGS P-frame payloads when present,273.29317569732666,total sequence codec MiB,20.86168607076009,0.6055886274502601,,0.04885618292071201,,40.26635247689706,0.005645802348024315,input-video all-frame summary when dummy_reference_images=false; codec_psnr is P-frame/raw-render diagnostic,true,81,0,0,,,250000,0.0004,true,"FCGS per-frame summary. If dummy_reference_images=true, psnr_avg is not input-video quality; codec_psnr compares decoded render to raw uncompressed render."
external_baseline,FCGS,fcgs_per_frame lambda_or_q=0.0008 points=250000,n3dv,cam06,local external FCGS/D-FCGS generated from CompactWorld/NeoVerse Gaussian streams,Stage52,multisequence_standalone_fcgs_summaries,/mnt/hdd2tC/tmp/opencode/multisequence_rd/rd_sweep/fcgs/n3dv_coffee_martini_cam06_points_250000_lmd_sweep_0p0004_0p0008_0p0016/fcgs_sequence_summary.json,local run,false,local external protocol reference; rate/quality available but not apples-to-apples with Mono-DFCGS,2.710094228202914,full FCGS/D-FCGS codec MiB/frame,codec bitstream includes I-frame payloads plus D-FCGS P-frame payloads when present,219.51763248443604,total sequence codec MiB,20.87666172451443,0.6050040942651255,,0.04942333592492857,,39.02342106383524,0.007984189523590935,input-video all-frame summary when dummy_reference_images=false; codec_psnr is P-frame/raw-render diagnostic,true,81,0,0,,,250000,0.0008,true,"FCGS per-frame summary. If dummy_reference_images=true, psnr_avg is not input-video quality; codec_psnr compares decoded render to raw uncompressed render."
external_baseline,FCGS,fcgs_per_frame lambda_or_q=0.0016 points=250000,n3dv,cam06,local external FCGS/D-FCGS generated from CompactWorld/NeoVerse Gaussian streams,Stage52,multisequence_standalone_fcgs_summaries,/mnt/hdd2tC/tmp/opencode/multisequence_rd/rd_sweep/fcgs/n3dv_coffee_martini_cam06_points_250000_lmd_sweep_0p0004_0p0008_0p0016/fcgs_sequence_summary.json,local run,false,local external protocol reference; rate/quality available but not apples-to-apples with Mono-DFCGS,2.50692116772687,full FCGS/D-FCGS codec MiB/frame,codec bitstream includes I-frame payloads plus D-FCGS P-frame payloads when present,203.06061458587646,total sequence codec MiB,20.85209427350833,0.5951822127824948,,0.04976742185744239,,37.50132699660313,0.009546770495765003,input-video all-frame summary when dummy_reference_images=false; codec_psnr is P-frame/raw-render diagnostic,true,81,0,0,,,250000,0.0016,true,"FCGS per-frame summary. If dummy_reference_images=true, psnr_avg is not input-video quality; codec_psnr compares decoded render to raw uncompressed render."
external_baseline,FCGS,fcgs_per_frame lambda_or_q=0.0004 points=250000,n3dv,cam07,local external FCGS/D-FCGS generated from CompactWorld/NeoVerse Gaussian streams,Stage52,multisequence_standalone_fcgs_summaries,/mnt/hdd2tC/tmp/opencode/multisequence_rd/rd_sweep/fcgs/n3dv_coffee_martini_cam07_points_250000_lmd_sweep_0p0004_0p0008_0p0016/fcgs_sequence_summary.json,local run,false,local external protocol reference; rate/quality available but not apples-to-apples with Mono-DFCGS,3.2945152212072304,full FCGS/D-FCGS codec MiB/frame,codec bitstream includes I-frame payloads plus D-FCGS P-frame payloads when present,266.85573291778564,total sequence codec MiB,20.5196017983519,0.5980326592186351,,0.05114945235811634,,40.166395823160805,0.005851605136729317,input-video all-frame summary when dummy_reference_images=false; codec_psnr is P-frame/raw-render diagnostic,true,81,0,0,,,250000,0.0004,true,"FCGS per-frame summary. If dummy_reference_images=true, psnr_avg is not input-video quality; codec_psnr compares decoded render to raw uncompressed render."
external_baseline,FCGS,fcgs_per_frame lambda_or_q=0.0008 points=250000,n3dv,cam07,local external FCGS/D-FCGS generated from CompactWorld/NeoVerse Gaussian streams,Stage52,multisequence_standalone_fcgs_summaries,/mnt/hdd2tC/tmp/opencode/multisequence_rd/rd_sweep/fcgs/n3dv_coffee_martini_cam07_points_250000_lmd_sweep_0p0004_0p0008_0p0016/fcgs_sequence_summary.json,local run,false,local external protocol reference; rate/quality available but not apples-to-apples with Mono-DFCGS,2.7450917208636247,full FCGS/D-FCGS codec MiB/frame,codec bitstream includes I-frame payloads plus D-FCGS P-frame payloads when present,222.3524293899536,total sequence codec MiB,20.54123353369442,0.5987790352032508,,0.051483398740306316,,39.257868778558425,0.007663028372198712,input-video all-frame summary when dummy_reference_images=false; codec_psnr is P-frame/raw-render diagnostic,true,81,0,0,,,250000,0.0008,true,"FCGS per-frame summary. If dummy_reference_images=true, psnr_avg is not input-video quality; codec_psnr compares decoded render to raw uncompressed render."
external_baseline,FCGS,fcgs_per_frame lambda_or_q=0.0016 points=250000,n3dv,cam07,local external FCGS/D-FCGS generated from CompactWorld/NeoVerse Gaussian streams,Stage52,multisequence_standalone_fcgs_summaries,/mnt/hdd2tC/tmp/opencode/multisequence_rd/rd_sweep/fcgs/n3dv_coffee_martini_cam07_points_250000_lmd_sweep_0p0004_0p0008_0p0016/fcgs_sequence_summary.json,local run,false,local external protocol reference; rate/quality available but not apples-to-apples with Mono-DFCGS,2.4993958767549493,full FCGS/D-FCGS codec MiB/frame,codec bitstream includes I-frame payloads plus D-FCGS P-frame payloads when present,202.45106601715088,total sequence codec MiB,20.506642588862665,0.5869732896486918,,0.0520330849621031,,37.52965470302252,0.009485097084608343,input-video all-frame summary when dummy_reference_images=false; codec_psnr is P-frame/raw-render diagnostic,true,81,0,0,,,250000,0.0016,true,"FCGS per-frame summary. If dummy_reference_images=true, psnr_avg is not input-video quality; codec_psnr compares decoded render to raw uncompressed render."
external_baseline,FCGS,fcgs_per_frame lambda_or_q=0.0004 points=250000,n3dv,cam08,local external FCGS/D-FCGS generated from CompactWorld/NeoVerse Gaussian streams,Stage52,multisequence_standalone_fcgs_summaries,/mnt/hdd2tC/tmp/opencode/multisequence_rd/rd_sweep/fcgs/n3dv_coffee_martini_cam08_points_250000_lmd_sweep_0p0004_0p0008_0p0016/fcgs_sequence_summary.json,local run,false,local external protocol reference; rate/quality available but not apples-to-apples with Mono-DFCGS,3.254552005249777,full FCGS/D-FCGS codec MiB/frame,codec bitstream includes I-frame payloads plus D-FCGS P-frame payloads when present,263.61871242523193,total sequence codec MiB,20.256400449776354,0.5956608240987048,,0.05325881653913745,,40.1744979104878,0.005896997718531408,input-video all-frame summary when dummy_reference_images=false; codec_psnr is P-frame/raw-render diagnostic,true,81,0,0,,,250000,0.0004,true,"FCGS per-frame summary. If dummy_reference_images=true, psnr_avg is not input-video quality; codec_psnr compares decoded render to raw uncompressed render."
external_baseline,FCGS,fcgs_per_frame lambda_or_q=0.0008 points=250000,n3dv,cam08,local external FCGS/D-FCGS generated from CompactWorld/NeoVerse Gaussian streams,Stage52,multisequence_standalone_fcgs_summaries,/mnt/hdd2tC/tmp/opencode/multisequence_rd/rd_sweep/fcgs/n3dv_coffee_martini_cam08_points_250000_lmd_sweep_0p0004_0p0008_0p0016/fcgs_sequence_summary.json,local run,false,local external protocol reference; rate/quality available but not apples-to-apples with Mono-DFCGS,2.7557974685857327,full FCGS/D-FCGS codec MiB/frame,codec bitstream includes I-frame payloads plus D-FCGS P-frame payloads when present,223.21959495544434,total sequence codec MiB,20.276483253196435,0.5976550468692073,,0.053502881370576814,,39.39628836549359,0.007542857693301307,input-video all-frame summary when dummy_reference_images=false; codec_psnr is P-frame/raw-render diagnostic,true,81,0,0,,,250000,0.0008,true,"FCGS per-frame summary. If dummy_reference_images=true, psnr_avg is not input-video quality; codec_psnr compares decoded render to raw uncompressed render."
external_baseline,FCGS,fcgs_per_frame lambda_or_q=0.0016 points=250000,n3dv,cam08,local external FCGS/D-FCGS generated from CompactWorld/NeoVerse Gaussian streams,Stage52,multisequence_standalone_fcgs_summaries,/mnt/hdd2tC/tmp/opencode/multisequence_rd/rd_sweep/fcgs/n3dv_coffee_martini_cam08_points_250000_lmd_sweep_0p0004_0p0008_0p0016/fcgs_sequence_summary.json,local run,false,local external protocol reference; rate/quality available but not apples-to-apples with Mono-DFCGS,2.5056956138139888,full FCGS/D-FCGS codec MiB/frame,codec bitstream includes I-frame payloads plus D-FCGS P-frame payloads when present,202.9613447189331,total sequence codec MiB,20.245285552224995,0.5857413072644928,,0.05404041620132364,,37.65119764539931,0.009336499186853567,input-video all-frame summary when dummy_reference_images=false; codec_psnr is P-frame/raw-render diagnostic,true,81,0,0,,,250000,0.0016,true,"FCGS per-frame summary. If dummy_reference_images=true, psnr_avg is not input-video quality; codec_psnr compares decoded render to raw uncompressed render."
external_baseline,FCGS,fcgs_per_frame lambda_or_q=0.0004 points=250000,n3dv,cam09,local external FCGS/D-FCGS generated from CompactWorld/NeoVerse Gaussian streams,Stage52,multisequence_standalone_fcgs_summaries,/mnt/hdd2tC/tmp/opencode/multisequence_rd/rd_sweep/fcgs/n3dv_coffee_martini_cam09_points_250000_lmd_sweep_0p0004_0p0008_0p0016/fcgs_sequence_summary.json,local run,false,local external protocol reference; rate/quality available but not apples-to-apples with Mono-DFCGS,3.192177136739095,full FCGS/D-FCGS codec MiB/frame,codec bitstream includes I-frame payloads plus D-FCGS P-frame payloads when present,258.5663480758667,total sequence codec MiB,21.245178081371165,0.6355029631544042,,0.04724254403953199,,39.5100235644682,0.006537444579104583,input-video all-frame summary when dummy_reference_images=false; codec_psnr is P-frame/raw-render diagnostic,true,81,0,0,,,250000,0.0004,true,"FCGS per-frame summary. If dummy_reference_images=true, psnr_avg is not input-video quality; codec_psnr compares decoded render to raw uncompressed render."
external_baseline,FCGS,fcgs_per_frame lambda_or_q=0.0008 points=250000,n3dv,cam09,local external FCGS/D-FCGS generated from CompactWorld/NeoVerse Gaussian streams,Stage52,multisequence_standalone_fcgs_summaries,/mnt/hdd2tC/tmp/opencode/multisequence_rd/rd_sweep/fcgs/n3dv_coffee_martini_cam09_points_250000_lmd_sweep_0p0004_0p0008_0p0016/fcgs_sequence_summary.json,local run,false,local external protocol reference; rate/quality available but not apples-to-apples with Mono-DFCGS,2.8171452063101308,full FCGS/D-FCGS codec MiB/frame,codec bitstream includes I-frame payloads plus D-FCGS P-frame payloads when present,228.1887617111206,total sequence codec MiB,21.27493300261321,0.6372292968961928,,0.047274569900315484,,39.138766488911195,0.007580440491437912,input-video all-frame summary when dummy_reference_images=false; codec_psnr is P-frame/raw-render diagnostic,true,81,0,0,,,250000,0.0008,true,"FCGS per-frame summary. If dummy_reference_images=true, psnr_avg is not input-video quality; codec_psnr compares decoded render to raw uncompressed render."
external_baseline,FCGS,fcgs_per_frame lambda_or_q=0.0016 points=250000,n3dv,cam09,local external FCGS/D-FCGS generated from CompactWorld/NeoVerse Gaussian streams,Stage52,multisequence_standalone_fcgs_summaries,/mnt/hdd2tC/tmp/opencode/multisequence_rd/rd_sweep/fcgs/n3dv_coffee_martini_cam09_points_250000_lmd_sweep_0p0004_0p0008_0p0016/fcgs_sequence_summary.json,local run,false,local external protocol reference; rate/quality available but not apples-to-apples with Mono-DFCGS,2.489705556704674,full FCGS/D-FCGS codec MiB/frame,codec bitstream includes I-frame payloads plus D-FCGS P-frame payloads when present,201.6661500930786,total sequence codec MiB,21.233754099151234,0.626022196110384,,0.04783043693061228,,37.45025907916787,0.0094775588332135,input-video all-frame summary when dummy_reference_images=false; codec_psnr is P-frame/raw-render diagnostic,true,81,0,0,,,250000,0.0016,true,"FCGS per-frame summary. If dummy_reference_images=true, psnr_avg is not input-video quality; codec_psnr compares decoded render to raw uncompressed render."
external_baseline,FCGS,fcgs_per_frame lambda_or_q=0.0004 points=250000,n3dv,cam10,local external FCGS/D-FCGS generated from CompactWorld/NeoVerse Gaussian streams,Stage52,multisequence_standalone_fcgs_summaries,/mnt/hdd2tC/tmp/opencode/multisequence_rd/rd_sweep/fcgs/n3dv_coffee_martini_cam10_points_250000_lmd_sweep_0p0004_0p0008_0p0016/fcgs_sequence_summary.json,local run,false,local external protocol reference; rate/quality available but not apples-to-apples with Mono-DFCGS,3.2348074736418546,full FCGS/D-FCGS codec MiB/frame,codec bitstream includes I-frame payloads plus D-FCGS P-frame payloads when present,262.01940536499023,total sequence codec MiB,21.808320386910143,0.6549038151164114,,0.04412395290938424,,39.69728469848633,0.006335707105420254,input-video all-frame summary when dummy_reference_images=false; codec_psnr is P-frame/raw-render diagnostic,true,81,0,0,,,250000,0.0004,true,"FCGS per-frame summary. If dummy_reference_images=true, psnr_avg is not input-video quality; codec_psnr compares decoded render to raw uncompressed render."
external_baseline,FCGS,fcgs_per_frame lambda_or_q=0.0008 points=250000,n3dv,cam10,local external FCGS/D-FCGS generated from CompactWorld/NeoVerse Gaussian streams,Stage52,multisequence_standalone_fcgs_summaries,/mnt/hdd2tC/tmp/opencode/multisequence_rd/rd_sweep/fcgs/n3dv_coffee_martini_cam10_points_250000_lmd_sweep_0p0004_0p0008_0p0016/fcgs_sequence_summary.json,local run,false,local external protocol reference; rate/quality available but not apples-to-apples with Mono-DFCGS,2.755300286375446,full FCGS/D-FCGS codec MiB/frame,codec bitstream includes I-frame payloads plus D-FCGS P-frame payloads when present,223.17932319641113,total sequence codec MiB,21.82055065955645,0.6551221564964012,,0.04454836336734854,,38.876864868917586,0.008047851503907162,input-video all-frame summary when dummy_reference_images=false; codec_psnr is P-frame/raw-render diagnostic,true,81,0,0,,,250000,0.0008,true,"FCGS per-frame summary. If dummy_reference_images=true, psnr_avg is not input-video quality; codec_psnr compares decoded render to raw uncompressed render."
external_baseline,FCGS,fcgs_per_frame lambda_or_q=0.0016 points=250000,n3dv,cam10,local external FCGS/D-FCGS generated from CompactWorld/NeoVerse Gaussian streams,Stage52,multisequence_standalone_fcgs_summaries,/mnt/hdd2tC/tmp/opencode/multisequence_rd/rd_sweep/fcgs/n3dv_coffee_martini_cam10_points_250000_lmd_sweep_0p0004_0p0008_0p0016/fcgs_sequence_summary.json,local run,false,local external protocol reference; rate/quality available but not apples-to-apples with Mono-DFCGS,2.499451107449002,full FCGS/D-FCGS codec MiB/frame,codec bitstream includes I-frame payloads plus D-FCGS P-frame payloads when present,202.45553970336914,total sequence codec MiB,21.777611202663845,0.6443952807673702,,0.045128036474372135,,37.234410132890865,0.00989928825493948,input-video all-frame summary when dummy_reference_images=false; codec_psnr is P-frame/raw-render diagnostic,true,81,0,0,,,250000,0.0016,true,"FCGS per-frame summary. If dummy_reference_images=true, psnr_avg is not input-video quality; codec_psnr compares decoded render to raw uncompressed render."
external_baseline,FCGS,fcgs_per_frame lambda_or_q=0.0004 points=250000,n3dv,cam11,local external FCGS/D-FCGS generated from CompactWorld/NeoVerse Gaussian streams,Stage52,multisequence_standalone_fcgs_summaries,/mnt/hdd2tC/tmp/opencode/multisequence_rd/rd_sweep/fcgs/n3dv_coffee_martini_cam11_points_250000_lmd_sweep_0p0004_0p0008_0p0016/fcgs_sequence_summary.json,local run,false,local external protocol reference; rate/quality available but not apples-to-apples with Mono-DFCGS,3.4518859886828763,full FCGS/D-FCGS codec MiB/frame,codec bitstream includes I-frame payloads plus D-FCGS P-frame payloads when present,279.602765083313,total sequence codec MiB,20.592733359631197,0.5892793285993883,,0.050293857208740564,,40.59691699934594,0.005277973979159638,input-video all-frame summary when dummy_reference_images=false; codec_psnr is P-frame/raw-render diagnostic,true,81,0,0,,,250000,0.0004,true,"FCGS per-frame summary. If dummy_reference_images=true, psnr_avg is not input-video quality; codec_psnr compares decoded render to raw uncompressed render."
external_baseline,FCGS,fcgs_per_frame lambda_or_q=0.0008 points=250000,n3dv,cam11,local external FCGS/D-FCGS generated from CompactWorld/NeoVerse Gaussian streams,Stage52,multisequence_standalone_fcgs_summaries,/mnt/hdd2tC/tmp/opencode/multisequence_rd/rd_sweep/fcgs/n3dv_coffee_martini_cam11_points_250000_lmd_sweep_0p0004_0p0008_0p0016/fcgs_sequence_summary.json,local run,false,local external protocol reference; rate/quality available but not apples-to-apples with Mono-DFCGS,2.752812256047755,full FCGS/D-FCGS codec MiB/frame,codec bitstream includes I-frame payloads plus D-FCGS P-frame payloads when present,222.97779273986816,total sequence codec MiB,20.59825967859339,0.588761176592038,,0.05100622878950319,,39.060072062928,0.007785135374209027,input-video all-frame summary when dummy_reference_images=false; codec_psnr is P-frame/raw-render diagnostic,true,81,0,0,,,250000,0.0008,true,"FCGS per-frame summary. If dummy_reference_images=true, psnr_avg is not input-video quality; codec_psnr compares decoded render to raw uncompressed render."
external_baseline,FCGS,fcgs_per_frame lambda_or_q=0.0016 points=250000,n3dv,cam11,local external FCGS/D-FCGS generated from CompactWorld/NeoVerse Gaussian streams,Stage52,multisequence_standalone_fcgs_summaries,/mnt/hdd2tC/tmp/opencode/multisequence_rd/rd_sweep/fcgs/n3dv_coffee_martini_cam11_points_250000_lmd_sweep_0p0004_0p0008_0p0016/fcgs_sequence_summary.json,local run,false,local external protocol reference; rate/quality available but not apples-to-apples with Mono-DFCGS,2.4972199569513767,full FCGS/D-FCGS codec MiB/frame,codec bitstream includes I-frame payloads plus D-FCGS P-frame payloads when present,202.27481651306152,total sequence codec MiB,20.559588891488534,0.5726683662261491,,0.05190231310732571,,36.878463509642046,0.010179552318597282,input-video all-frame summary when dummy_reference_images=false; codec_psnr is P-frame/raw-render diagnostic,true,81,0,0,,,250000,0.0016,true,"FCGS per-frame summary. If dummy_reference_images=true, psnr_avg is not input-video quality; codec_psnr compares decoded render to raw uncompressed render."
external_baseline,FCGS,fcgs_per_frame lambda_or_q=0.0004 points=250000,n3dv,cam12,local external FCGS/D-FCGS generated from CompactWorld/NeoVerse Gaussian streams,Stage52,multisequence_standalone_fcgs_summaries,/mnt/hdd2tC/tmp/opencode/multisequence_rd/rd_sweep/fcgs/n3dv_coffee_martini_cam12_points_250000_lmd_sweep_0p0004_0p0008_0p0016/fcgs_sequence_summary.json,local run,false,local external protocol reference; rate/quality available but not apples-to-apples with Mono-DFCGS,3.4327060322702665,full FCGS/D-FCGS codec MiB/frame,codec bitstream includes I-frame payloads plus D-FCGS P-frame payloads when present,278.0491886138916,total sequence codec MiB,21.961705714096258,0.656035867738135,,0.041827968425220914,,40.5473006448628,0.00537847454464178,input-video all-frame summary when dummy_reference_images=false; codec_psnr is P-frame/raw-render diagnostic,true,81,0,0,,,250000,0.0004,true,"FCGS per-frame summary. If dummy_reference_images=true, psnr_avg is not input-video quality; codec_psnr compares decoded render to raw uncompressed render."
external_baseline,FCGS,fcgs_per_frame lambda_or_q=0.0008 points=250000,n3dv,cam12,local external FCGS/D-FCGS generated from CompactWorld/NeoVerse Gaussian streams,Stage52,multisequence_standalone_fcgs_summaries,/mnt/hdd2tC/tmp/opencode/multisequence_rd/rd_sweep/fcgs/n3dv_coffee_martini_cam12_points_250000_lmd_sweep_0p0004_0p0008_0p0016/fcgs_sequence_summary.json,local run,false,local external protocol reference; rate/quality available but not apples-to-apples with Mono-DFCGS,2.766260417891137,full FCGS/D-FCGS codec MiB/frame,codec bitstream includes I-frame payloads plus D-FCGS P-frame payloads when present,224.06709384918213,total sequence codec MiB,21.975030027789835,0.6559144015665408,,0.04233736158521087,,39.314755145414374,0.007464972290175932,input-video all-frame summary when dummy_reference_images=false; codec_psnr is P-frame/raw-render diagnostic,true,81,0,0,,,250000,0.0008,true,"FCGS per-frame summary. If dummy_reference_images=true, psnr_avg is not input-video quality; codec_psnr compares decoded render to raw uncompressed render."
external_baseline,FCGS,fcgs_per_frame lambda_or_q=0.0016 points=250000,n3dv,cam12,local external FCGS/D-FCGS generated from CompactWorld/NeoVerse Gaussian streams,Stage52,multisequence_standalone_fcgs_summaries,/mnt/hdd2tC/tmp/opencode/multisequence_rd/rd_sweep/fcgs/n3dv_coffee_martini_cam12_points_250000_lmd_sweep_0p0004_0p0008_0p0016/fcgs_sequence_summary.json,local run,false,local external protocol reference; rate/quality available but not apples-to-apples with Mono-DFCGS,2.5016727800722474,full FCGS/D-FCGS codec MiB/frame,codec bitstream includes I-frame payloads plus D-FCGS P-frame payloads when present,202.63549518585205,total sequence codec MiB,21.87281260078336,0.637462545324255,,0.04378358523050944,,35.83276795752255,0.010565041667885251,input-video all-frame summary when dummy_reference_images=false; codec_psnr is P-frame/raw-render diagnostic,true,81,0,0,,,250000,0.0016,true,"FCGS per-frame summary. If dummy_reference_images=true, psnr_avg is not input-video quality; codec_psnr compares decoded render to raw uncompressed render."
external_baseline,FCGS,fcgs_per_frame lambda_or_q=0.0004 points=250000,n3dv,cam13,local external FCGS/D-FCGS generated from CompactWorld/NeoVerse Gaussian streams,Stage52,multisequence_standalone_fcgs_summaries,/mnt/hdd2tC/tmp/opencode/multisequence_rd/rd_sweep/fcgs/n3dv_coffee_martini_cam13_points_250000_lmd_sweep_0p0004_0p0008_0p0016/fcgs_sequence_summary.json,local run,false,local external protocol reference; rate/quality available but not apples-to-apples with Mono-DFCGS,3.4274516399995782,full FCGS/D-FCGS codec MiB/frame,codec bitstream includes I-frame payloads plus D-FCGS P-frame payloads when present,277.6235828399658,total sequence codec MiB,20.586298365651825,0.5965628609245206,,0.049679344404994705,,41.139983848289205,0.0052053243968129895,input-video all-frame summary when dummy_reference_images=false; codec_psnr is P-frame/raw-render diagnostic,true,81,0,0,,,250000,0.0004,true,"FCGS per-frame summary. If dummy_reference_images=true, psnr_avg is not input-video quality; codec_psnr compares decoded render to raw uncompressed render."
external_baseline,FCGS,fcgs_per_frame lambda_or_q=0.0008 points=250000,n3dv,cam13,local external FCGS/D-FCGS generated from CompactWorld/NeoVerse Gaussian streams,Stage52,multisequence_standalone_fcgs_summaries,/mnt/hdd2tC/tmp/opencode/multisequence_rd/rd_sweep/fcgs/n3dv_coffee_martini_cam13_points_250000_lmd_sweep_0p0004_0p0008_0p0016/fcgs_sequence_summary.json,local run,false,local external protocol reference; rate/quality available but not apples-to-apples with Mono-DFCGS,2.872263449209708,full FCGS/D-FCGS codec MiB/frame,codec bitstream includes I-frame payloads plus D-FCGS P-frame payloads when present,232.65333938598633,total sequence codec MiB,20.617774233405974,0.5960800912645128,,0.04989051749860799,,39.791353814395855,0.006878066365319638,input-video all-frame summary when dummy_reference_images=false; codec_psnr is P-frame/raw-render diagnostic,true,81,0,0,,,250000,0.0008,true,"FCGS per-frame summary. If dummy_reference_images=true, psnr_avg is not input-video quality; codec_psnr compares decoded render to raw uncompressed render."
external_baseline,FCGS,fcgs_per_frame lambda_or_q=0.0016 points=250000,n3dv,cam13,local external FCGS/D-FCGS generated from CompactWorld/NeoVerse Gaussian streams,Stage52,multisequence_standalone_fcgs_summaries,/mnt/hdd2tC/tmp/opencode/multisequence_rd/rd_sweep/fcgs/n3dv_coffee_martini_cam13_points_250000_lmd_sweep_0p0004_0p0008_0p0016/fcgs_sequence_summary.json,local run,false,local external protocol reference; rate/quality available but not apples-to-apples with Mono-DFCGS,2.48090453206757,full FCGS/D-FCGS codec MiB/frame,codec bitstream includes I-frame payloads plus D-FCGS P-frame payloads when present,200.95326709747314,total sequence codec MiB,20.536406787825218,0.5807963808377584,,0.051544172390375606,,36.97821195625964,0.010048719916354728,input-video all-frame summary when dummy_reference_images=false; codec_psnr is P-frame/raw-render diagnostic,true,81,0,0,,,250000,0.0016,true,"FCGS per-frame summary. If dummy_reference_images=true, psnr_avg is not input-video quality; codec_psnr compares decoded render to raw uncompressed render."
external_baseline,FCGS,fcgs_per_frame lambda_or_q=0.0004 points=250000,n3dv,cam14,local external FCGS/D-FCGS generated from CompactWorld/NeoVerse Gaussian streams,Stage52,multisequence_standalone_fcgs_summaries,/mnt/hdd2tC/tmp/opencode/multisequence_rd/rd_sweep/fcgs/n3dv_coffee_martini_cam14_points_250000_lmd_sweep_0p0004_0p0008_0p0016/fcgs_sequence_summary.json,local run,false,local external protocol reference; rate/quality available but not apples-to-apples with Mono-DFCGS,3.4441469216052396,full FCGS/D-FCGS codec MiB/frame,codec bitstream includes I-frame payloads plus D-FCGS P-frame payloads when present,278.9759006500244,total sequence codec MiB,20.016625251299068,0.5645950451309298,,0.05402939012389124,,41.036854261233486,0.005092779979293729,input-video all-frame summary when dummy_reference_images=false; codec_psnr is P-frame/raw-render diagnostic,true,81,0,0,,,250000,0.0004,true,"FCGS per-frame summary. If dummy_reference_images=true, psnr_avg is not input-video quality; codec_psnr compares decoded render to raw uncompressed render."
external_baseline,FCGS,fcgs_per_frame lambda_or_q=0.0008 points=250000,n3dv,cam14,local external FCGS/D-FCGS generated from CompactWorld/NeoVerse Gaussian streams,Stage52,multisequence_standalone_fcgs_summaries,/mnt/hdd2tC/tmp/opencode/multisequence_rd/rd_sweep/fcgs/n3dv_coffee_martini_cam14_points_250000_lmd_sweep_0p0004_0p0008_0p0016/fcgs_sequence_summary.json,local run,false,local external protocol reference; rate/quality available but not apples-to-apples with Mono-DFCGS,2.721982014032058,full FCGS/D-FCGS codec MiB/frame,codec bitstream includes I-frame payloads plus D-FCGS P-frame payloads when present,220.48054313659668,total sequence codec MiB,20.035659813586577,0.5613856359764382,,0.05451879880310577,,39.100317495840564,0.007782672365184551,input-video all-frame summary when dummy_reference_images=false; codec_psnr is P-frame/raw-render diagnostic,true,81,0,0,,,250000,0.0008,true,"FCGS per-frame summary. If dummy_reference_images=true, psnr_avg is not input-video quality; codec_psnr compares decoded render to raw uncompressed render."
external_baseline,FCGS,fcgs_per_frame lambda_or_q=0.0016 points=250000,n3dv,cam14,local external FCGS/D-FCGS generated from CompactWorld/NeoVerse Gaussian streams,Stage52,multisequence_standalone_fcgs_summaries,/mnt/hdd2tC/tmp/opencode/multisequence_rd/rd_sweep/fcgs/n3dv_coffee_martini_cam14_points_250000_lmd_sweep_0p0004_0p0008_0p0016/fcgs_sequence_summary.json,local run,false,local external protocol reference; rate/quality available but not apples-to-apples with Mono-DFCGS,2.5000458823310003,full FCGS/D-FCGS codec MiB/frame,codec bitstream includes I-frame payloads plus D-FCGS P-frame payloads when present,202.50371646881104,total sequence codec MiB,19.993245678183474,0.5494304593698478,,0.05554918130790746,,36.855331750563636,0.010151046558202785,input-video all-frame summary when dummy_reference_images=false; codec_psnr is P-frame/raw-render diagnostic,true,81,0,0,,,250000,0.0016,true,"FCGS per-frame summary. If dummy_reference_images=true, psnr_avg is not input-video quality; codec_psnr compares decoded render to raw uncompressed render."
